Reference,Protein.Accession,GeneName,S01_41,S03_28,S05_51,S07_43,S09_24,S11_21,S13_52,S15_11,S17_14,S19_55,S02_44,S04_31,S06_60,S08_46,S10_26,S12_25,S14_53,S16_13,S18_16,S20_50,T01_42,T03_54,T05_27,T07_15,T09_39,T11_12,T13_29,T15_18,T17_47,T19_58,T02_40,T04_57,T06_30,T08_10,T10_38,T12_17,T14_22,T16_19,T18_48,T20_59,Accession_primary
sp|P01718|LV327_HUMAN,P01718,IGLV3-27,1495494.718,1317758.376,1287499.968,765157.3326,2055972.83,1904137.292,1163844.008,1160896.649,504936.6567,698310,1384995.737,1107929.038,1087975.448,1544059.391,1561407.919,2206965.249,1447400,1375410.369,370214.4092,962298.564,1691145.924,858531.7534,1342015.586,1926089.204,1057839.457,1767643.481,941880.0127,5612375.059,861866.1913,2519277.01,1611150.97,1584025.953,1087833.688,2125136.26,968325.8461,1896317.834,879389.3511,8734484.015,526807.0968,1826439.527,P01718
sp|P01721|LV657_HUMAN,P01721,IGLV6-57,1363.054633,1543.233403,552.4240506,1031.235566,842.5,708.1832502,2950.867521,825.1646091,647.8447761,3440,1592.049546,1097.742265,791.3689655,749.2381841,692.7343245,1064.654363,1020,668.7586406,417.6080692,1625.962091,1569.931181,475.2689735,323.9763654,231.6253687,1082.651869,950.6263688,419.8478364,330.2758216,169.6308725,10932.29901,582.8931352,2216.773808,1086.723842,594.9117342,538.3254789,726.9673473,403.5548589,1057.580767,578.1378299,1843.737513,P01721
sp|P01732|CD8A_HUMAN,P01732,CD8A,9592.24268,4850.162125,3391.329114,3833.083141,2269.948187,2473.715835,719.1373439,2506.202234,3601.373134,7840,8707.734409,3288.643319,3602.413793,5794.807214,1219.909502,4068.877072,5800,4843.404378,2224.005764,10355.82998,9812.069878,3909.944751,1980.453529,3956.519174,7381.71729,2470.054022,5224.060865,6180.311033,11874.16107,2119.915374,5037.112527,3345.313201,7213.996569,2941.751038,6672.348369,3643.878619,6401.943574,3748.746112,10969.79472,2796.680498,P01732
sp|P01742|HV169_HUMAN,P01742,IGHV1-69,2133689.104,2434522.584,2462158.259,1535577.858,3198029.598,1313107.472,1392361.375,3228741.329,1039951.821,1556100,2526815.613,1877720.228,2094048.276,1551708.955,3042040.401,1748668.439,2036900,4681601.671,732970.1441,2964428.92,2708202.647,1226693.719,2609355.158,2719858.407,2718932.535,2273364.9,1589802.441,2268184.038,1470464.066,2428301.269,2271184.43,2411547.615,2534879.317,2905006.49,2325040.119,2916251.214,1536748.524,4906985.906,705426.9795,2338749.962,P01742
sp|P01743|HV146_HUMAN,P01743,IGHV1-46,2041733.776,2522563.57,2303864.241,1276202.656,3365525.583,1393927.928,1298053.835,2927303.645,976294.0299,1520700,2508642.95,1966654.539,2000850.345,1417160.448,3025048.804,1817818.267,2033800,4437684.332,716149.2795,2713517.806,2554438.592,1173963.361,2607740.658,2767475.811,2575628.797,2254145.715,1880982.406,2201278.462,1815050.336,2486955.43,2165576.787,2319148.453,2426515.609,3088291.796,2189293.408,2762385.501,1802157.68,4663742.33,720251.0264,2362677.117,P01743
sp|P01762|HV311_HUMAN,P01762,IGHV3-11,17691238.67,11084757.98,13052233.96,13337368.45,18005305.41,15353369.08,11170454.35,34401974.37,8407616.836,17396900,23471499.09,11048466.51,12181748.17,16477246.14,15469705.07,20266254.49,13595280,45616618.95,6547404.986,20565816.97,19424446.29,8843462.082,13086836.92,16879345.84,16205812.3,18317891.11,18345203.14,32747737.68,12066805.2,29556563.61,15529532.4,16764896.04,13710524.19,15480456.32,18512146.95,19831886.24,14657070.22,39320475.22,5596018.416,23026499.95,P01762
sp|P01763|HV348_HUMAN,P01763,IGHV3-48,17713820.62,11119274.65,13196546.74,13500206.38,18028506.9,15630206.34,11287450.79,34612931.22,8507288.358,17808400,23501068.5,11086578.1,12338534.52,16650115.83,15502119.81,20549094.15,13665980,45973807.89,6594070.259,20895838.89,19436773.82,8884756.586,13215867.77,16916008.26,16482882.59,18485943.35,18367776.64,32941453.35,12097122.01,29568170.86,15570086.88,16863179.73,13914747.34,15504919.88,18741976.87,19981981.49,14729953.07,39532557.93,5617859.179,23042575.69,P01763
sp|P01764|HV323_HUMAN,P01764,IGHV3-23,9578205.252,9020055.464,5692623.196,5338813.539,11025553.04,5885451.581,5489181.904,12239479.42,4241471.94,9337010,12146755.58,8624037.402,5520780.483,5821413.029,8344921.655,10218152.02,7119380,20425092.45,3820696.225,10304825.1,12553294.6,4343537.046,6189111.019,8459395.87,9556174.357,6968691.575,9738333.175,11133558.39,7460318.652,18360748.66,11329496.39,8550902.676,6221528.679,8704630.387,9689652.366,8700569.451,8177447.618,12606929.31,4227126.393,15239215.61,P01764
sp|P01766|HV313_HUMAN,P01766,IGHV3-13,8445649.26,6365406.451,6886531.013,9159512.125,9894900.583,8204746.253,7322741.69,17375014.7,4600502.687,10375200,12922782.66,6998622.577,7257934.138,9651130.908,9142786.037,10960669.38,7863300,24839190.67,3806837.464,13011568.06,9730005.294,5536834.545,7170963.909,10065364.9,10356057.24,10052234.19,9222764.305,19609879.69,6196710.011,15384121.3,9181663.977,9834213.186,8412861.063,8162648.3,10702570.54,11083449.06,7912633.229,23176127.1,2850170.088,13222083.91,P01766
sp|P01767|HV353_HUMAN,P01767,IGHV3-53,16566810.14,10932035.38,10337165.73,8308577.396,16751060.82,11576858.76,8163094.114,25744838.62,6279979.91,14426610,20468709.2,10606390.34,9049309.931,11172126.34,12974173.24,17595785.11,10236670,35164183.47,5304030.375,15534422.46,19754640.29,6132371.067,10231453.47,13351184.48,13193786.21,13079831.57,17542268.19,21358047.42,11484999.58,28057222.57,14914623.07,12667391.18,10280904.67,13629624.68,15583068.52,15153788.07,13263823.48,26271344.95,5627069.853,20959877.36,P01767
sp|P01768|HV330_HUMAN / sp|P0DP03|HVC05_HUMAN,P01768 / P0DP03,IGHV3-30,11481904.32,10652863.5,6918865.949,5994893.389,12771667.03,6947551.326,6483361.959,15039392.71,5216991.373,11382410,14442393.95,9626993.404,6364837.655,6594385.821,9697888.429,11705094.68,8981600,24017364.92,4641461.182,13473612.29,14984511.43,5412470.864,7245295.497,10053634.51,12509353.39,8566944.459,11354266.6,13349175.18,8655933.585,21499364.17,13736406.2,10486539.18,7125266.724,10521385.84,12452231.47,10443182.52,9586086.489,16015927.6,4967943.314,18360000.31,P01768
sp|P01772|HV333_HUMAN,P01772,IGHV3-33,18401868.22,12340413.19,11612422.78,8960182.073,18491390.8,12652421.65,9390316.199,28431190.24,7281151.582,16386910,22759833.53,11679732.48,10041879.52,11933593.35,14324721.98,19105707.44,12151120,38787030.53,6078382.565,18449346.64,22146475.04,7194259.145,11417056.28,14992801.95,15870003.21,14774259.1,19102243.27,23620150.03,12730485.99,30866062.91,17269435.02,14656038.81,11450127.03,15532226.77,18108918.48,16995744.29,14639301.13,29515662.81,6455081.818,23585722.11,P01772
sp|P01780|HV307_HUMAN,P01780,IGHV3-7,26173578.51,22600145.17,20417347.63,26708242.32,26319689.09,23671118.18,17046921.23,47495801.29,18755558.96,28292000,34101147.95,19628869.23,16458603.55,27686844.87,21315489.63,30159960.99,19283670,60652400.03,11091068.18,32808672.75,29789884.8,14146317.3,21022202.08,23849082.42,27793238.41,28141207.39,27697393.82,48644704.05,16660946.39,42616097.88,25428651.01,23485025.68,19926260.86,23139627.76,29872877.1,30403817.93,25978104.55,52666219.12,12643261.61,36322001.91,P01780
sp|P01782|HV309_HUMAN,P01782,IGHV3-9,10047747.06,7343586.381,7748013.924,10905617.7,11439043.75,8878231.807,8440650.527,18031084.95,5713608.657,10969140,14109344.95,7908293.404,7940533.448,11472460.82,10317820.3,12088359.71,9149290,26096437.5,4516343.862,14026120.02,10589364.21,6433182.03,7970894.922,11560889.38,11079170.27,10807519.64,9723312.664,22119877.05,6227809.004,16953238.93,10798405.38,11287006.13,9347906.003,9916970.827,11675990.88,11904090.31,8339228.746,26094105.75,3177089.736,14340445.37,P01782
sp|P01817|HV205_HUMAN,P01817,IGHV2-5,81010.20223,76893.28176,85209.81013,79521.88222,72485.55699,62609.09106,51039.07897,110946.5021,57189.40299,92230,97085.89947,93583.10099,82274.48276,97558.14677,66877.18164,88756.33406,79400,183738.7673,35894.87032,139271.3957,118636.8449,33513.81215,108602.0441,83037.19764,133855.1402,80596.58344,101703.598,38943.87031,85003.91499,157805.3597,116387.8273,83632.83002,104279.2453,99877.3689,111893.3227,92679.29489,84408.46395,48637.38407,55876.77419,116839.0964,P01817
sp|P01833|PIGR_HUMAN,P01833,PIGR,778761.9378,716654.5879,629699.4304,1031488.51,858084.0674,579550.0268,448619.2963,1397807.055,355037.0448,453944,1137800.922,767262.2577,700576.5172,1283932.276,748490.724,983730.0907,683630,1655551.325,308029.6542,732224.9282,815133.2451,513753.0212,639740.3066,646731.8289,535765.0409,785004.8182,766932.731,1283329.225,678749.6644,938875.3456,787859.7311,746004.8438,775123.1218,773921.1124,584557.5311,1033848.837,825026.7085,1590809.213,630031.8768,966201.3217,P01833
sp|P01854|IGHE_HUMAN,P01854,IGHE,4414.669484,3680.755447,1876.962025,1955.45612,8075.777202,1838.868409,1486.362899,2337.801293,164.9791045,2290,2184.214317,2773.00238,2114.965517,2682.587065,6023.303167,3763.184235,1640,1339.458525,2107.463977,1829.207352,5494.759132,2704.623437,1657.553497,5348.259587,381.8808411,2893.210688,616.4178158,3193.984742,3562.248322,1616.078984,3529.794763,4211.870235,2843.979417,9470.469886,2681.314646,1302.03107,1362.789969,6354.927289,888.4545455,6867.404334,P01854
sp|P01859|IGHG2_HUMAN,P01859,IGHG2,129484799,63207753.74,134263466.1,368783944.9,159280518.1,118515397.3,132468924,170837494.2,59979521.55,86642300,151859024.5,70469094.87,118541353.7,363420548.5,149491794.9,213793453.6,208566900,247896112.9,41008141.21,101640438.8,190865096.9,138412877.1,148691589.9,180844041.6,128456250.6,151648907.7,117954230.5,222201068.7,90430133.31,107844487,166784710.5,249675334.7,158991744.4,185212164.2,123977285.9,193317073.9,109105070.5,364575191,80797153.34,167032571.4,P01859
sp|P01860|IGHG3_HUMAN,P01860,IGHG3,244074157.3,136938078,243256134.1,374893237.3,262827489.5,219184445.4,205134473.8,273612895.4,102295736.4,108402580,283121645.7,137820280.9,200810095.8,378319280.8,263338825.4,383014256.2,331606900,398740787.7,74958074.78,132731040.7,332881695.9,214512719.8,265014281.4,305190579.9,173619703.2,235309155.2,219160795,400795148.2,147200129.9,189973887.2,289909962.1,412874675.9,260679384.6,292629426.9,163548271.9,294742129.5,205533859.7,697301526,120874656,286453832.5,P01860
sp|P01861|IGHG4_HUMAN,P01861,IGHG4,165180789,94702741.6,176529856.8,429786782,211520909.3,158001298.2,165547788.2,190758642,68185562.09,95261490,193534367.5,99055667.02,149660863.3,439063949.9,201656508.5,274716244,262340200,287426834.1,48095610.55,116370284.9,221708410.9,170151888,198841581.3,239033801.8,143718464.8,176663262.8,147295921.5,327703131.2,118708956.8,138846985,204213185.1,324182210.8,201446461.1,235419171.3,137196827.2,218617427.3,143430200.3,496274968.5,98631845.6,204450540.6,P01861
sp|P01871|IGHM_HUMAN,P01871,IGHM,506498207.6,707209108,281255998.2,1019046858,549248733.2,556764422.3,378584379.2,1199233630,299277236,544232120,724639339.2,797778656.2,373004992.8,1125103642,407896663.6,689136148.9,471033110,1685928992,326503750.4,928011340.1,482272986.8,197739173.4,286409949.6,449923003.8,594531069.4,551123911.2,897945212.1,1479592419,358516394.5,1209040251,546255239.3,467553336.5,364909877.6,430041448.1,693072366.4,622803912.3,886282976.6,1425119158,275550661,1019328877,P01871
sp|P01876|IGHA1_HUMAN,P01876,IGHA1,1431787172,456855653.6,527547371.8,9592601.876,866787354.3,426493566.1,571901076.7,776534082.6,498487683.9,419413290,1882501512,518659729.7,527995098.6,7352153.794,718955952.5,608130572.4,784254000,1033862033,413700714.4,598277387.2,1699800169,527072115.7,548475411.1,882894271.4,539591378.7,664498656.7,636161988.3,1217048603,554715853.2,1071640037,1713697231,1040820646,609430222,949717529.9,595578621.2,774283518,584428991.8,1319481201,416121373.9,1037718657,P01876
sp|P01877|IGHA2_HUMAN,P01877,IGHA2,640323609.3,185685437.6,239858459.6,3244151.319,376343887.9,188737086.2,254458584,359197779.9,215137857.5,153940720,807099147.5,224668274.7,228558166.8,3001428.256,306197773,262849718.2,333233410,489893066,176345057,223998722.1,786609147.6,242842543,253544279.2,392265832.9,227307592.5,311014756.1,251265225.8,512547161.5,229951337.4,469038415.7,746046841.2,462067315.1,277875483,409918211,229331084.4,351946150.3,244988033.2,567225134.9,171616741.9,479795274.5,P01877
sp|P01880|IGHD_HUMAN,P01880,IGHD,1583594.839,224602.7647,152128.8386,469611.0566,580168.1995,2521624.925,133490.6892,870756.6872,121699.2507,143589,1935689.558,220052.6352,112560.5566,438739.2102,780959.9224,4427486.393,132002,1252180.184,114881.0663,102181.0712,2119255.453,94155.19337,117065.2539,867958.9086,128824.7459,1323406.725,117286.0422,122202.054,701898.6242,466622.8434,1819038.709,140221.0196,113826.2298,775762.7142,99347.86401,1612538.354,118808.8746,164375.435,484815.5132,764643.5224,P01880
sp|P01889|HLAB_HUMAN,P01889,HLA-B,546574.7359,471333.1959,462291.481,617531.097,351946.7358,911126.4596,613824.1609,712139.8413,519714.3582,833140,521163.5532,487081.3057,512585.1345,777622.2606,274660.0975,703272.7244,445816,597058.7846,636507.536,752259.104,421663.8909,583110.9334,425554.2574,277635.4121,650919.8306,544562.2806,1081273.768,474264.2136,792944.2254,306541.6643,552165.9856,487089.6935,424811.9108,319851.3412,1005008.293,450660.0789,876981.7555,401329.2387,790596.0704,337939.4775,P01889
sp|P01893|HLAH_HUMAN,P01893,HLA-H,445249.9336,358892.8267,523352.4684,635975.718,356110.1263,579768.9397,574435.544,489541.5344,362068.7761,585870,428513.7261,331239.4886,662971.9655,802324.0672,318167.6471,421223.6472,417350,363517.3963,488135.2738,525408.3573,359656.0693,562012.9107,468538.7097,303159.3547,498029.7021,542153.2399,657889.8082,372515.5282,1108452.936,241321.4697,446423.6377,418718.3435,455348.8508,358237.474,699503.4274,428075.265,587277.9624,318373.8309,1003518.798,299276.9233,P01893
sp|P02042|HBD_HUMAN,P02042,HBD,18878062.54,15074773.57,22937563.73,14696712.04,27528240.06,24159841.24,25092680.1,12473368.52,89728412.84,21327100,16485876.91,25274621.86,26275367.07,14209611.29,33485753.39,20743968.06,17160450,23271733.01,13545681.01,36919695.29,12986613.45,21107312.47,19391912.1,24941499.23,47752919.68,9098478.435,9943129.181,47795944.63,69017147.65,42697947.53,12626114.03,20966911.71,20238508.99,12539361.44,18388775.54,6483979.099,16186733.29,8341658.858,19402285.81,14552381.96,P02042
sp|P02452|CO1A1_HUMAN,P02452,COL1A1,438100,675830.7924,422956.3291,1575299.885,784725.4534,693647.4333,631704.2322,417366.8724,1140639.373,248810,283151.8364,723375.4845,535260.5862,1044846.704,624996.671,594298.4986,977280,467810.7431,1027976.254,386001.4647,192004.3674,389455.9756,363101.0859,932684.7788,327029.7605,522441.0279,439590.2996,928282.7171,826526.4262,679114.4147,265297.4664,718123.875,409486.7925,1215588.396,357285.1766,424869.0134,338975.5172,727615.5678,579778.3578,362801.9671,P02452
sp|P02461|CO3A1_HUMAN,P02461,COL3A1,81834.13824,82107.68531,90670.06329,113883.4296,91038.01813,72930.83456,58929.9173,45963.55085,80417.25373,67010,63274.26185,64844.71268,69549.82759,73477.73632,91504.10472,104652.3616,93130,52442.71313,74936.36888,51604.93969,72216.8343,63480.25589,90541.16896,87689.58702,69870.41472,68206.94992,80775.30512,62139.31925,80857.38255,47322.5952,45229.07289,103865.9291,62509.74271,104240.784,50666.53406,59441.33509,69882.60188,68015.66309,66016.42229,54597.41817,P02461
sp|P02462|CO4A1_HUMAN,P02462,COL4A1,27454.36161,6163.348313,24923.06962,18533.05427,10574.90285,8892.242233,8011.058862,23932.74544,15089.55224,18290,24647.64511,15033.79803,21189.16552,13077.61194,17960.98901,22168.00125,13650,32680.84677,20200.57637,15678.92016,13299.81472,11024.28031,25283.0725,21909.9705,8936.799065,10923.34647,24143.92138,19628.66784,12863.6745,23680.3103,16771.29512,23588.48856,15977.15266,14675.94756,31443.5706,27116.6054,12877.83699,16798.53736,12037.1261,24082.52651,P02462
sp|P02533|K1C14_HUMAN,P02533,KRT14,370181.2255,219980.541,542228.7342,386879.6969,614910.4113,296411.3581,316606.2267,157752.0576,787760.1343,301256,302295.2614,141252.3869,248685.0828,354258.6754,2352845.992,177268.1139,639710,236629.9078,404188.768,396541.1832,359933.4833,301561.5935,318605.4615,214477.1386,199985.4848,130076.3907,172542.5044,539279.108,802476.538,152369.6305,512631.1394,425177.2163,261505.0635,1458594.529,492873.0706,605331.4239,218099.2163,2825742.498,285704.8446,831380.6055,P02533
sp|P02538|K2C6A_HUMAN,P02538,KRT6A,411571.2949,248127.0095,518718.9316,440598.3141,419645.7578,446339.3345,244031.2794,295640.729,565697.2537,405797,286967.9015,225591.7647,253842.3448,386451.8159,1017230.252,314408.2452,354980,345707.451,284621.2651,444660.9506,427940.9397,265659.6772,277173.0821,299267.9292,343541.1857,341779.7021,283803.2493,514715.091,586640.1007,224465.7659,467087.247,257820.8701,192237.9794,1098519.827,551811.4603,326746.5053,254102.2257,1093547.956,222291.5249,650497.5257,P02538
sp|P02545|LMNA_HUMAN,P02545,LMNA,389.5894959,4207.946982,2303.544304,879.4688222,1298.67228,1937.379216,763.9468137,6349.706055,1659.850746,3910,1349.359067,1810.472628,2440.344828,832.0211443,942.1622495,914.9702846,3600,1659.763825,2000.634006,622.3176335,655.6246691,1763.88485,1356.180134,1202.861357,1781.454439,1190.743174,1367.443335,2689.671362,257.2734899,1387.926657,2537.636235,764.7869637,1895.986278,3335.442627,622.8900177,2368.973196,3222.100313,2577.85312,2154.428152,3200.645459,P02545
sp|P02549|SPTA1_HUMAN,P02549,SPTA1,886647.1017,1093859.173,1308212.671,1072318.629,1276127.22,1210362.889,1752378.142,830080.9259,4978415.493,1135836,948645.0497,2391118.701,1125893.759,701307.5836,2525604.783,1403110.094,1366999,1307480.118,939001.4553,1710111.436,727555.0802,1420774.949,1112350.786,1096775.944,2348754.176,1020867.226,601544.7329,1690623.589,3302845.022,1532133.188,987925.6362,1227527.412,1005404.528,877166.8409,771207.9687,756968.3132,992543.2812,1063049.971,1130712.085,677940.2121,P02549
sp|P02647|APOA1_HUMAN,P02647,APOA1,729366170.4,632623736.6,658072068.3,668574990.7,774208434.2,610025483.5,612591605.4,781575679.9,641815655,486204550,811056400.2,683699549.8,611725281.9,491265124.2,750760627,840657030.6,703073920,1077527120,532288936.1,557379969.2,890498362.3,560478507.3,663271032.9,941928480,646354947.1,596608542.9,715034987.4,699323522.9,533950301.5,828352369.3,817434250,892832151.6,714161359.4,918659670.7,517382761.5,682413724.8,627317101.4,750022739.3,449013939.7,742314873.9,P02647
sp|P02649|APOE_HUMAN,P02649,APOE,52627386.81,92616558.42,99782735.25,81050757.04,88969189.54,88774251.13,89689935.2,79600172.66,69341451.97,50152650,72376717.76,104529665.4,109488011.3,69448218.1,70263487.04,83032320.02,89099640,93996725.26,82960678.79,74778712.75,55154563.55,55856059.61,106089602,63528526.11,79434147.96,61627857.7,58013345.47,90073593.37,80934998.1,57868318.62,78789932.2,86485122.65,142211757.2,72896393.89,72533150.01,69087730.65,84552137.93,108460337.2,92381454.22,71733435.72,P02649
sp|P02652|APOA2_HUMAN,P02652,APOA2,87802995.17,84675108.08,76888256.33,93721023.09,87418705.8,76201065.01,75713468.14,95129196.06,66199082.9,55847400,90224263,93111690.58,69998293.24,67480687.19,75310023.92,101003211.3,97816800,108439165,57811524.5,69639530.5,105831558.5,70297866.82,78132766.53,103918771.4,77711176.4,62275769.6,81515113.33,83353805.46,74087838.51,145988400,87008868.51,116389995.8,67670383.83,102407340.4,61007807.76,71201713.72,59308777.9,80581705.57,67784239.3,111570875.4,P02652
sp|P02654|APOC1_HUMAN,P02654,APOC1,16092487.47,16310251.72,15936580.7,13324828.23,20689159,14354666.52,12413425.33,20004149.62,13413304.18,17026800,22156281.72,21181269.3,14227791.38,13340526.43,19484133.16,17570275.57,17204200,24357956.22,12968090.2,15818481.91,23537014.82,13522235.24,14222670.07,19232957.82,16212318.05,13378836.03,17127868.76,17567707.16,15261406.88,31252400.85,22599749.47,22539551.5,20112830.53,22546170.5,15991876.19,17592790.64,17217425.08,21904102.94,16888443.7,24176681.42,P02654
sp|P02655|APOC2_HUMAN,P02655,APOC2,24679172.2,26803721.26,20577987.85,25058654.56,24186014.18,22221805.28,22632738.58,19870617.58,25812882.18,16703850,31891451.13,26063346.24,31392468.03,22335691.45,20305262.96,28683780.83,18770620,19963493.69,13602019.25,22638440.53,33228574.64,17592811.11,25333014.37,23489556.11,20622234.7,15459487.52,17741968.33,32011786.24,25662135.35,42204121.33,27662619.96,25924242.67,26668087.48,30046071.81,15231340.88,20460604.49,23638067.4,22428483.59,33813917.86,33668097.13,P02655
sp|P02656|APOC3_HUMAN,P02656,APOC3,47530935.71,41434762.5,47349886.39,59808938.8,46946348.12,50954605.78,50555573.86,40348469.14,47043992.84,43911000,68958655.34,39098073.1,59629593.45,55191713.93,45281929.73,69308050.36,45837900,36138202.76,39173967.72,53743950.89,48710950.5,39735328,61141013.41,37490902.06,45307701.23,35630873.7,43699322.56,62285866.78,38425916.11,53950800.56,49346053.79,69177248.02,82643036.02,57023164.59,43804255.8,45049822.92,55489849.53,64901087.73,48463070.67,45435596.43,P02656
